,reviewed_at,helpful,content,review_heading,rating,images,review_id,country,year,season,RT,zone,found_helpful
1817,2018-11-27,0,"Warm and soft comforter.  No horrible smells new,  works great over my sheets and under my quilt in the winter. Size is good (I got the twin/xl)",Warm and comfy.,5,,R25OM89U7NVMS6,USA,2018,autumn,Positive,North-America,False
1818,2019-10-01,0,Lots of loose threads... I'm afraid that the stitches will come out soon.,Pretty comfortable but probably won't last long.,3,https://images-na.ssl-images-amazon.com/images/I/71e8qdnxw3L._SY88.jpg,R244VXXHSQDAAE,USA,2019,autumn,Neutral,North-America,False
1819,2021-02-25,0,Very soft and comfortableLooks nice,Exactly as pictured,5,,R1K0NXM1P6VJJF,USA,2021,winter,Positive,North-America,False
1820,2019-12-26,0,Bought this for my mom for Christmas and she loved it. It’s soft and lightweight which makes it very comfortable. The bright red color looks beautiful. You won’t be disappointed. I’m ordering one for myself.,I definitely recommend,5,,R2V514ENW4GJBZ,USA,2019,winter,Positive,North-America,False
1821,2016-05-31,1,"It arrived early and shipped very very quickly! Very soft and gentle on the skin. Came in professional looking packaging and a lovely box. I am so satisfied, especially given the price!! Definitely will be buying more and recommending!",WOW!! Excellent quality (especially for price!),5,,R2C2SQGT72NBUL,USA,2016,spring,Positive,North-America,True
1822,2019-03-01,0,Well pleased light weight and warm,Great and warm,5,,R3RVI6RE9L476R,USA,2019,winter,Positive,North-America,False
1823,2018-07-12,0,Light comforter for the summer. Using instead of a blanket. Love the soft material,Good neutral color,5,,R1ZZ354X02621T,USA,2018,summer,Positive,North-America,False
1824,2016-09-11,1,"I like the warmth, softness and quality. The color is more dark and full than the green appears in the picture.",Warm but off color,3,,R15GIHIAZPGHSD,USA,2016,summer,Neutral,North-America,True
1825,2015-12-24,1,Bought as a gift. Have other down alternative comforters. Person I bought it for says it is so warm. He loves it. Got it quick even at christmas.,Comforter,5,,R1VXHPQX4TPASB,USA,2015,winter,Positive,North-America,True
1826,2021-02-22,0,Nice color and very comfy ~ perfect for teen daughter!,Teen loves it!,4,,RM26W0KF2LOD1,USA,2021,winter,Positive,North-America,False
1827,2021-03-07,0,Purchased for my living quarters horse trailer it was light weight and warm,Warm and light,4,,R1GCZ2EAZWOBH6,USA,2021,winter,Positive,North-America,False
1828,2018-07-12,0,Gift for Granddaughter's 10th birthday - she loves it!,10 Year Old Girl Birthday - She Loves it,5,,R1KZJZNDBU03DI,USA,2018,summer,Positive,North-America,False
1829,2020-09-30,1,Lovely and soft and lightweight.,Good value,5,,R2YMMWCPQIDS0,USA,2020,autumn,Positive,North-America,True
1830,2020-10-24,1,Very warm and comfortable.,Worth the price.,5,,R3NGTOO27OSESB,USA,2020,autumn,Positive,North-America,True
1831,2019-04-17,0,Good product,Good,5,,RE78OU2V0CI7P,USA,2019,spring,Positive,North-America,False
1832,2020-05-16,0,Comforter great but pillow shams were missing completely from shipment,Would be perfect if I had all items in package,2,,R1GG61B3TFVKYN,USA,2020,spring,Negative,North-America,False
1833,2019-04-09,0,It washed well.,Super soft!,5,,RO0221HNC4WOC,USA,2019,spring,Positive,North-America,False
1834,2021-01-14,0,"Color, Comfort and Weight",PERFECT!!!,5,,R14I9MJXNI9WOA,USA,2021,winter,Positive,North-America,False
1835,2020-12-09,0,Product well made and comfortable,AWESOME,5,,R3AA94NEMUW4BI,USA,2020,autumn,Positive,North-America,False
1836,2018-11-13,0,Don't know how durable yet and haven't cleaned yet but very satisfied,lightweight,5,,R3SGM2VHOPV78S,USA,2018,autumn,Positive,North-America,False
1837,2021-02-01,0,Like it a lot..looks beautiful in the room!!,Satisfied with the quantity and how fast I received it,5,,RZN6BOEQAYOUB,USA,2021,winter,Positive,North-America,False
1838,2018-11-04,0,Have yet to use but the quality feel is great,Feels great,5,,R33WH6V666KCM1,USA,2018,autumn,Positive,North-America,False
1839,2021-06-10,0,So thick and comfy.,Great!,5,,R1R0DRXCH97KKW,USA,2021,spring,Positive,North-America,False
1840,2020-12-27,0,"This comforter is amazing, so lightweight yet so warm and soft!!! Would highly recommend!",Fantastic comforter!,5,,R1XXI8BWG8NKAC,USA,2020,winter,Positive,North-America,False
1841,2021-02-15,0,Washed for the first time and it ripped☹,Cheap material,2,,R2OYLBOP0IP686,USA,2021,winter,Negative,North-America,False
1842,2016-01-22,5,Nice quality and fit. I would buy it again. The XL fits a regular twin great.,Good buy,5,,RM8T8CN0GXZZX,USA,2016,winter,Positive,North-America,True
1843,2020-09-16,0,Excellent for a college dorm!,As Advertised!,5,https://images-na.ssl-images-amazon.com/images/I/51iQ3vunQwL._SY88.jpg,R1M5IC3ICAX3IV,USA,2020,summer,Positive,North-America,False
1844,2021-01-25,0,"Great comforter, perfect for my 12 year old son. Soft, warm but not too warm, color as expected.",Comforter just as expected,4,,RC5GUAA2AS57V,USA,2021,winter,Positive,North-America,False
1845,2021-04-26,0,lovely so soft and cozyA++++++ thank you 🖤,fabulous- med weight perfect,5,,R1MMPSRKAR9ZA9,USA,2021,spring,Positive,North-America,False
1846,2021-04-06,0,Loved this under the last hand stit c hed quilt my mother made before her site failed to macular deneragtion.,Memories from Mama with no strings attached. Just amazing stitch work and dedication.,5,https://images-na.ssl-images-amazon.com/images/I/A10T9isPpiL._SY88.jpg ~ https://images-na.ssl-images-amazon.com/images/I/C1zEHi7EM7S._SY88.jpg,R3CUYCOBFVA45A,USA,2021,spring,Positive,North-America,False
1847,2017-04-30,1,This is the softest thing in the world I think this deserves a five star rating,Five Stars,5,,R1XOR0BX7CGA5P,USA,2017,spring,Positive,North-America,True
1848,2019-09-11,1,"pretty flat for a comforter but its comfortable just wish it was way thicker, color is what i imagined",thickness isnt there,3,,RVPLS1DSBZR14,USA,2019,summer,Neutral,North-America,True
1849,2018-11-16,0,"Its a Christmas Gift, But I Like What I See.. Thank You",Christmas Gift,4,,RWVCROSP1ZZAN,USA,2018,autumn,Positive,North-America,False
1850,2019-03-29,0,Very soft!! Wish it would be longer on the sides for my bed! But luv it!!!,It’s soft,5,,R3JTPLVAQGGQJJ,USA,2019,spring,Positive,North-America,False
1851,2019-04-06,0,Love this quilt,Red quilt exactly like the picture,5,,R258A1NRDBWOH8,USA,2019,spring,Positive,North-America,False
1852,2021-06-01,0,Great quality and super soft! Love it!,Perfect comforter,5,,R12FAG8L92TGVF,USA,2021,spring,Positive,North-America,False
1853,2019-04-15,0,"I like, no dislikes.",Purchase,4,,R2MHLTO1KB6C44,USA,2019,spring,Positive,North-America,False
1854,2020-05-28,0,Perfect for my son's room.,Love it,5,https://images-na.ssl-images-amazon.com/images/I/71+ZLZBJkWL._SY88.jpg,R155ZOK8S6RVF1,USA,2020,spring,Positive,North-America,False
1855,2019-10-20,0,Worked great for my son's dorm room. He loved it. The quality at this price point was great.,It's worth the money!,5,,R26XAVK5OEBD3I,USA,2019,autumn,Positive,North-America,False
1856,2018-12-12,0,very light but keeps us warm,comforter,5,,RVX54CDEKF9QB,USA,2018,autumn,Positive,North-America,False
1857,2019-08-13,0,Ok,Ok,3,,R4YQSO9DK8LTN,USA,2019,summer,Neutral,North-America,False
1858,2019-05-17,0,The comforter wis most generous inside which I love. Plenty big to really cuddle into.The sheets feel like silk. Very luxurious!,Very generous!,5,,R3197NMS326SCF,USA,2019,spring,Positive,North-America,False
1859,2020-01-03,0,I am very happy with my purchase. The color is just like the picture and it is very comfortable.,Happy with my purchase.,4,,R10NMC6QKOPCDH,USA,2020,winter,Positive,North-America,False
1860,2019-08-31,0,This comforter set is fantastic. Very soft but appears durable. Lightweight yet warm. Would recommend it highly.,Luxury at a reasonable price,5,,R2ITUCUS91399N,USA,2019,summer,Positive,North-America,False
1861,2018-08-09,0,I just received this product and now have it on my bed.  The color matches everything perfectly and makes the room feel warm and cozy.  It also is very soft.  I hope when I wash it it does not bunch up since the seller guarantees it won't.  All and all I love this product and definitely will be a returning customer.,WARM AND COZY,5,,R3H6FXNNOGQ4BV,USA,2018,summer,Positive,North-America,False
1862,2019-04-04,0,Great quality!,Perfect,5,,R3E4JHW7TKKKU4,USA,2019,spring,Positive,North-America,False
1863,2017-12-11,0,"It feels super soft, isn’t as heavy as I thought it would be. Was surprised how good it was for the price. Keeps us super warm even using it without a blanket.","It feels super soft, isn’t as heavy as I thought it ...",5,,R2QX8H8I4Y5965,USA,2017,autumn,Positive,North-America,False
1864,2018-12-27,0,I love the quality. Super comfortable. I plan to purchase more in different colors.  I love the navy blue for my boys’ room.,"Great product, Awesome deal!",5,,R943PMRCLEUWZ,USA,2018,winter,Positive,North-America,False
1865,2020-12-27,0,It is a  comforter that snuggles you!,Would buy again,5,,R21RWQ9IQRH69S,USA,2020,winter,Positive,North-America,False
1866,2019-07-16,0,"The comforter arrived today and the color was really nice, the fabric was soft and it looks like it is constructed well. Unfortunately, the sham was missing and I cannot figure out how to contact them to rectify the situation.","Nice comforter, but the sham was missing",2,,R1GZSXZQ5LPDPJ,USA,2019,summer,Negative,North-America,False
1867,2019-08-03,0,DO NOT ORDER FOR A DORM!!!  This IS NOT an XL set! So now we still need to buy sheets for my sons dorm bed.,NOT A TWIN XL!!! Do not order for dorm life!,1,,R5VLB31IO8KY1,USA,2019,summer,Negative,North-America,False
1868,2019-11-19,0,"Very impressed with this comforter. Looks great as well, daughter loves it!",Better than expected,5,,R1G9IJL9D3NJYT,USA,2019,autumn,Positive,North-America,False
1869,2020-10-31,0,Light weight soft,The shipment was right on time,5,,RLNWRLJ204T7Y,USA,2020,autumn,Positive,North-America,False
1870,2021-01-25,0,Comforter is not heavy but definitely keeps you warm.  Made of good quality material.  I couldn't be happier.,Great quality,5,,R3E352IX8E5YHH,USA,2021,winter,Positive,North-America,False
1871,2019-11-10,0,Love it!,Comfort,5,,R16Q1V7Z5BKUJC,USA,2019,autumn,Positive,North-America,False
1872,2021-03-11,0,So comfortable a small light weight ! Better than what I had expected,Love it,5,,R3JXXWP3P7QLON,USA,2021,winter,Positive,North-America,False
1873,2021-01-28,0,Fits my oversized king bed perfectly!!! My husband can pull the covers all night and I still have my side of the comforter,"Big, warm and cozy",5,,R16CSEC4QUTZD3,USA,2021,winter,Positive,North-America,False
1874,2019-03-04,0,"Awesome color,  very comfy!",Thanx,5,,R169PDZXSUDFBU,USA,2019,winter,Positive,North-America,False
1875,2021-04-27,0,Loved this light weight comforter set paired along with my Sonoro Kate bed sheets! Perfectly cozy.,Best comforter if your looking for comfy/light weight,5,,R3K0R82F3O1SM9,USA,2021,spring,Positive,North-America,False
1876,2019-11-17,0,Comforter was much lighter than I expected but good for the price.,Okay for the price,3,,R2UP7USEXKWBDV,USA,2019,autumn,Neutral,North-America,False
1877,2020-01-20,0,"It's so soft and light that I worried that my Grandson would get cold, but he's always warm and loves the feel of the covers.",Lightweight and comfortable,5,,RB6QPNO0UE12J,USA,2020,winter,Positive,North-America,False
1878,2021-05-02,0,Perfect fit,Easy and convenient,5,,RYB7Z0XMBHL5Z,USA,2021,spring,Positive,North-America,False
1879,2019-08-08,0,Beautiful and comfortable. Great deal for the money,"Soft, light and good-looking!",5,,RA7P75M99VTS3,USA,2019,summer,Positive,North-America,False
1880,2018-12-21,0,"Purchase for family member, he love it.",Blanket,5,,RNHQS4KUN2EXC,USA,2018,winter,Positive,North-America,False
1881,2018-07-19,0,Fast shipping and color looks just like shown.,Fast shipping,5,,RNZ40KIGYBQAX,USA,2018,summer,Positive,North-America,False
1882,2018-07-29,0,pretty but heavier weighted than I expected.,Heavier than expected but worth a 5 star,5,,R35OYC3USK3SJV,USA,2018,summer,Positive,North-America,False
1883,2021-02-13,0,I really like it. I just wanted something simple and comfortable. It is perfect and was inexpensive.,Soft and comfy,5,,R1D5Z3XQTL0YQE,USA,2021,winter,Positive,North-America,False
1884,2018-09-08,0,I think its doing its job to an extent,Unsure,2,,R2R3V72ZHNZJ79,USA,2018,summer,Negative,North-America,False
1885,2021-07-01,0,Comforter met expectations,Meets Standards and No Weird Smell,4,,R839ASZ4HNV1L,USA,2021,summer,Positive,North-America,False
1886,2020-01-05,0,They were for my grandchildren and they love them. They wash well and with tennis balls in dryer they dry great. The down has not clumped up like some do. The colors are bright and haven’t faded.,Nice and warm.,5,,RIDVTWHQCYG92,USA,2020,winter,Positive,North-America,False
1887,2019-03-07,0,This is an amazing comforter it’s so soft and snuggly. Bought this for my kiddo and will have to get one for my bed.,Snuggly,5,,R2MDSVBJ00TR9X,USA,2019,winter,Positive,North-America,False
1888,2020-08-03,0,"The comforter seems fine, but the pillow cover is a completely different color.  Strange.  Not even close to matching.",Pillow cover isn't the same,3,,R2MZDYYSJIVDP,USA,2020,summer,Neutral,North-America,False
1889,2018-10-21,0,"Super soft, cozy, and a good weight. Not too thin, not too heavy. I highly recommend!",Great comforter!,5,,R2EHMWBQMAOEUM,USA,2018,autumn,Positive,North-America,False
1890,2021-04-04,0,Haven’t used it yet but it’s sooo soft I love it.,Everything and more,5,,RL0A5Z32I5ELU,USA,2021,spring,Positive,North-America,False
1891,2019-06-12,0,This is such a good value.,Great,5,,R10KFRS5X9YV13,USA,2019,spring,Positive,North-America,False
1892,2018-12-21,0,Very soft. Love it,Niiiccceeee,5,,RR90RS7HW7Z63,USA,2018,winter,Positive,North-America,False
1893,2020-01-12,0,Nice quality,Gift,5,,R3UWEHIJFBIF82,USA,2020,winter,Positive,North-America,False
1894,2020-11-11,0,"My husband and I love this. It is soft, light weight and very comfortable. Keeps you at a perfect temperature!",Great comforter,5,,R3SHVPCC8J1BXR,USA,2020,autumn,Positive,North-America,False
1895,2021-02-27,0,Good buy Good price,Comfort mattress,5,,RK9RLHYK74E8,USA,2021,winter,Positive,North-America,False
1896,2016-03-18,0,Love this and so happy this was the one we chose.  It's soft and very warm.  It's well made.  We bought this for our almost 3 year olds bunk bed.  He was so happy to sleep with it tonight!,Love this and so happy this was the one we ...,5,,R167WOGCQRULVR,USA,2016,winter,Positive,North-America,False
1897,2021-03-31,0,Nice comforter made well,Good buy,4,,R1RDU1NDZ2AZ7M,USA,2021,spring,Positive,North-America,False
1898,2016-12-24,1,Very high quality..I am sure my granddaughters will love them when they open them on Christmas morning.,I am sure my granddaughters will love them when they open them on Christmas morning,5,,R34SJSDQ3Q68G4,USA,2016,winter,Positive,North-America,True
1899,2020-12-23,0,Kid loves it,Price to quality,4,,R1RRSFABW64BK,USA,2020,winter,Positive,North-America,False
1900,2018-09-08,0,I bought this comforter for my son's bedroom and he really loves it.,"Happy teenager, happy mom..",5,,R2C2008AF2FOT1,USA,2018,summer,Positive,North-America,False
1901,2017-10-06,1,Great product for a great price.  Nice and warm.,Five Stars,5,,R1ELKBAKV863AM,USA,2017,autumn,Positive,North-America,True
1902,2020-01-19,0,Really soft! Cozy and warm! Beautiful with a great price!,"Soft, warm and cozy",5,,R3KIJ7NOTNIHJR,USA,2020,winter,Positive,North-America,False
1903,2019-03-11,0,Comfortable,Good comforter,4,,R28KOFLC7YGKZX,USA,2019,winter,Positive,North-America,False
1904,2018-08-24,0,Got for my anxiety.It serms to be helping,As advertised,5,,R3P9VFCBDL8U23,USA,2018,summer,Positive,North-America,False
1905,2018-07-27,0,Love love love we usually have to sweat in the night or be freezing but this blanket keeps us cool and good temp. Pretty too.,Perfect for summer,5,,R30ZK2NVGNKFMK,USA,2018,summer,Positive,North-America,False
1906,2020-01-15,0,We needed a durable comforter for our client's beds and this one does the job.,We've bought 3 so far...,5,,R3S20FLZCV781F,USA,2020,winter,Positive,North-America,False
1907,2020-02-29,0,Looks like a sleeping bag opened up but Very cozy,Cozy,5,,R12XCLLCLYDE53,USA,2020,winter,Positive,North-America,False
1908,2020-11-30,0,I am very satisfied with this comforter. Very cozy,Cozy,5,,R1UDJSJA59ASGI,USA,2020,autumn,Positive,North-America,False
1909,2018-11-25,0,Gave as a gift and they absolutely love it!,Would recommend!!,5,,R26SI60DS9OPAE,USA,2018,autumn,Positive,North-America,False
1910,2020-05-19,0,First i got the wrong item ordered a black comforter set and got a sheet set . then waited thru 3 delays to get another item the right item and its ripped.... Very disappointed,Bad experience,1,,RVVT285E3IBG0,USA,2020,spring,Negative,North-America,False
1911,2018-12-27,0,Love this comforter!!! So soft and sturdy. Would definitely purchase another in the future!,Soft comforter and vibrant color!,5,,R2PKFLXEOQNALI,USA,2018,winter,Positive,North-America,False
1912,2019-10-23,0,Great value for the money.,Good value,4,,R2BD22LA2N1JOG,USA,2019,autumn,Positive,North-America,False
1913,2018-11-28,0,Outstanding value. Feels great.,I’d buy again.,5,,R1AHXCZLGM3XXH,USA,2018,autumn,Positive,North-America,False
1914,2021-07-04,0,Lightweight,Breathable,5,,R1DXM4TSBT6CF8,USA,2021,summer,Positive,North-America,False
1915,2021-04-20,0,I love bare products and this certainly is one of the best comfortables iv ever used,Best,5,,R27JWGYSAUWD1J,USA,2021,spring,Positive,North-America,False
1916,2019-01-01,0,This is light but thin.,Good,3,,RV5MHTDI3748L,USA,2019,winter,Neutral,North-America,False
1917,2020-12-12,0,Comforter is warm and light weight.,Warm,5,,R2WWP1G8FFYA8B,USA,2020,autumn,Positive,North-America,False
1918,2019-10-31,0,Couldn't find anything I liked in the stores so put in the order. The color was just what I wanted and it is so soft and warm.,Very warm,5,,R2XCHRBBV3MP35,USA,2019,autumn,Positive,North-America,False
1919,2021-05-27,0,Quality seems good but I ordered black and it seems like the faded black with a green tint.,Color is off,3,,R3BY4JWU6XU7KU,USA,2021,spring,Neutral,North-America,False
1920,2019-08-02,0,Product is amazing. Bought for a college dorm and the material is great. Easily washable. Light but warm enough. Color options are great and a very good fit.,Amazing bedding,5,,RW496NS5R6XAD,USA,2019,summer,Positive,North-America,False
1921,2021-05-08,0,Super soft,This comforter is so soft and looks great,5,,R8WXBJBLLP1EA,USA,2021,spring,Positive,North-America,False
1922,2018-12-15,0,Exactly as hoped,Great,5,,R1PXJ3L7T6WG3N,USA,2018,autumn,Positive,North-America,False
1923,2021-05-05,0,Color is fabulous and it is so soft and well made!,Great purchase!,5,,R3BVQMGU9O5JZL,USA,2021,spring,Positive,North-America,False
1924,2018-08-20,0,Thinner than I thought it would be.  Nice color.,Light Weight Comforter,2,,R25GVBMCBH916I,USA,2018,summer,Negative,North-America,False
1925,2019-04-14,0,So soft,They are awesome,5,,R1NWQ0DSSUJZGW,USA,2019,spring,Positive,North-America,False
1926,2019-10-24,0,Great quality and super comfortable!,Good quality bedding!,5,,R2C2YTPBMKYS3H,USA,2019,autumn,Positive,North-America,False
1927,2019-12-07,0,We use it to dress the bed and sometimes to cover ourselves on cold nights,A very good product for the prize,5,,R2SXPTCJRG7OEH,USA,2019,autumn,Positive,North-America,False
1928,2021-01-03,0,light weight but keeps me warm at night when I have my windows open. keeps me the perfect temperature throughout the night,keeps you at the perfect body temperature,5,,R3IOQ4OR3L0QAI,USA,2021,winter,Positive,North-America,False
1929,2021-05-09,0,Love how cozy this is.,Ahhhhhh,5,,R2S7IJN2DHMT3Y,USA,2021,spring,Positive,North-America,False
1930,2019-09-12,0,Very soft fabric!,Very soft fabric!,5,,R3IT4YN6HK3H6,USA,2019,summer,Positive,North-America,False
1931,2021-03-04,0,I loved this comforter! I was looking for a lighter oversized comforter and this was perfect!,Just buy it!,5,,R3OFIE43VWMAKM,USA,2021,winter,Positive,North-America,False
1932,2019-08-12,0,Arrived quickly washed up nicely. Very soft.,College Bound,4,,RQ6DE8CV14E3R,USA,2019,summer,Positive,North-America,False
1933,2021-02-04,0,So nice and snuggly; makes it even harder to get out of bed in the morning!,Great!!,5,,R3VY0PDQ9R0P96,USA,2021,winter,Positive,North-America,False
1934,2018-07-31,0,My daughter loves this comforter. It’s so soft and cozy. She will be taking it to college. Thank you,Co,5,,R3E7MWJBLSHO7M,USA,2018,summer,Positive,North-America,False
1935,2019-06-22,0,My son loves them in his college dorm.Thank you!,My son loves them!,5,,ROQ96X62S6X5X,USA,2019,summer,Positive,North-America,False
1936,2021-04-01,0,Just what I wanted.,Perfection,5,,R17ZWWLX0CDFST,USA,2021,spring,Positive,North-America,False
1937,2017-04-09,0,"really, really nice spread, good in a climate with extreme seasons.  we'll probably have to layer in extreme cold.  we got it in red, it's really a nice spread for the money and seems like it's of a good enough quality to last.","really nice spread, good in a climate with extreme seasons",5,,R2J86QFZISNOI3,USA,2017,spring,Positive,North-America,False
1938,2018-10-09,0,It's so soft and fluffy!! Super happy!,YESSSS!!!,5,,R24698ZDPFT8V8,USA,2018,autumn,Positive,North-America,False
1939,2017-06-03,0,Material is super soft and its a good thick comforter. Purchased for my daughters twin bed and it fits perfectly,Material is super soft and its a good thick comforter,5,,R1VW5JI1RYD3JP,USA,2017,spring,Positive,North-America,False
1940,2020-01-11,0,"I love this comforter. I have a queen size bed, but I bought the king size comforter to cover it completely and I’m glad I did. I highly recommend this product",You’re going to love this product,5,,R1O5N0TW7FIRRN,USA,2020,winter,Positive,North-America,False
1941,2021-02-20,0,The,The comfort is great,5,,R2O8JZ4VL9CAN3,USA,2021,winter,Positive,North-America,False
1942,2021-04-02,0,I liked the color and fits the bed perfectly. It’s light weight and very comfortable.,I recommend this product.,5,,R2KUZ3LPCJBHRD,USA,2021,spring,Positive,North-America,False
1943,2018-12-15,0,Soft cand comfortable.,Warm.,5,,R1XYCM8FV67PA8,USA,2018,autumn,Positive,North-America,False
1944,2021-05-17,0,Not the same as my last 2. Months,Not the same,2,,R3N31H3BKPRMZP,USA,2021,spring,Negative,North-America,False
1945,2021-06-07,0,Upset it only came with pillow cases and no flat or fitted sheet vey disappointed,Very soft,2,,R2EA3OVHLQSPEJ,USA,2021,spring,Negative,North-America,False
1946,2018-09-22,0,Really like the light weight,WANT TO BE SNUG FOR WINTER -- HERE IS YOUR ANSWER,5,,R30U730WA54DZ2,USA,2018,autumn,Positive,North-America,False
1947,2019-08-10,0,Bought this with the matching sheets and they are great!,"Soft, comfortable and exactly as described!",5,,R2ORW98NPDNTM,USA,2019,summer,Positive,North-America,False
1948,2021-02-21,0,Warm,Nice and warm,5,,R3G5ADEGBS5FRC,USA,2021,winter,Positive,North-America,False
1949,2019-04-04,0,I have a California King bed and this comforter was the perfect size. Under the blankets is super comfy and it's not too thick. I do sometimes get a little hot but its Florida. I would high reccomend this comforter set!,Comfort is key,5,,R174R4DSC0N3ID,USA,2019,spring,Positive,North-America,False
1950,2018-12-14,0,Excellent for the money,Great,5,,R1A9BW9342CPIB,USA,2018,autumn,Positive,North-America,False
1951,2018-11-07,0,"I ordered this comforter not knowing if I was going to be pleased. Once it arrived, I absolutely loved the color. It's a brick red. It's warm and not too heavy.","Gret purchase, will definitely buy again",5,,R3K6VJUKEYVXOZ,USA,2018,autumn,Positive,North-America,False
1952,2020-09-04,0,Soft light big doesn’t come with sheet set,Must buy,5,,R1ULYRYD6IRXKH,USA,2020,summer,Positive,North-America,False
1953,2017-04-26,0,Fits perfectly and like the XL twin !  Very warm and the color true to the photo and description.  Shipping was prompt and arrived quite quickly.,Fits perfectly and like the XL twin,5,,RMH5QT2U6B3I2,USA,2017,spring,Positive,North-America,False
1954,2018-11-10,0,Love this comforter! Lightweight but very warm and cozy!,Comfy!,5,,R2VYUIBPDNC10R,USA,2018,autumn,Positive,North-America,False
1955,2021-02-24,0,This is a beautiful comforter - stitched well and hypoallergenic material.  Leaves no lent in the dryer.,Stitching Perfect,5,,R36Z9HUP9MH6YE,USA,2021,winter,Positive,North-America,False
1956,2021-04-07,0,Great product! Super soft! Fast shipping!,Great product,5,,R2UUQGGIJL5XUD,USA,2021,spring,Positive,North-America,False
1957,2020-11-28,0,"it is soft , lightweight and warm",It’s comfy,4,,R2CJ3EWEFRUQ37,USA,2020,autumn,Positive,North-America,False
1958,2019-01-13,0,Absolutely 100% satisfied! Comforter is so comfy and plush! Im buying more in different colors.,Comforter is amazing.,5,,R2QT8NUKN02C0T,USA,2019,winter,Positive,North-America,False
1959,2019-02-13,0,Super soft. Love!  Red color was nice deep ‘real’ red color.,"Super Soft, Great Buy",5,,RZ3GD571M8VKK,USA,2019,winter,Positive,North-America,False
1960,2020-01-11,0,Love this,"Soft, lightweight excellent quality",5,,R10WQKSXSPRYGO,USA,2020,winter,Positive,North-America,False
1961,2021-02-16,0,Quality and price was good,Review,4,,R1Z69J39EB37KF,USA,2021,winter,Positive,North-America,False
1962,2020-03-22,0,It's light weight but still warm and incredibly comfortable. Worth every dime!,Worth it!,5,,R2O49EO7GONUL9,USA,2020,spring,Positive,North-America,False
1963,2020-03-21,0,Great product for the price! Prefect balance of warmth and comfort.,Awesome comforter all around!,5,,RMC9RAOIVS8OB,USA,2020,spring,Positive,North-America,False
1964,2020-10-26,0,"Looks good, fits nicely and pretty warm.",Nice for the Price,4,,R66RJMHNLVC41,USA,2020,autumn,Positive,North-America,False
1965,2020-04-18,0,We love how soft it is.,"Soft , confortable",5,,R1ODCKF44XEMIZ,USA,2020,spring,Positive,North-America,False
1966,2020-12-23,0,Great comforter!  Love it!,Thumbs up!,5,,RTKYNN5UFOMW5,USA,2020,winter,Positive,North-America,False
1967,2021-05-16,0,It’s a nice blanket but I wanted the blue color and it came completely grey. No blue.,Not the same color,2,,R2FKN4G1NO14RU,USA,2021,spring,Negative,North-America,False
1968,2019-02-05,0,"I am really happy with this comforter. It’s just the perfect weight—not too heavy not too light. It’s also nice and soft.  I haven’t needed to clean it, yet, but I’m sure it will clean easily as well.",Great comforter!,5,,R3HAXGQ9OE3AVO,USA,2019,winter,Positive,North-America,False
1969,2018-02-26,0,"Beautifully made, great price, will other again in the near future.",Five Stars,5,,R151Y6NIJ5DWYF,USA,2018,winter,Positive,North-America,False
1970,2018-07-23,0,"Item is as described.  Looks good, masculine.  Has a little odor, but should be fine after it airs out a while.",Nice comforter,5,,R1RR43SU8JRMC4,USA,2018,summer,Positive,North-America,False
1971,2021-01-15,0,Love it,Comfy,5,,R29P5DCZE36M01,USA,2021,winter,Positive,North-America,False
1972,2018-09-17,0,Super soft and fluffy!!!!,"Arrived fast, super soft, a great comforter.",5,https://images-na.ssl-images-amazon.com/images/I/41e63af2kTL._SY88.jpg,R2BV3L82Y8YDOK,USA,2018,summer,Positive,North-America,False
1973,2018-08-15,0,So soft & cozy.. just perfect.,Perfect,5,,R2I0AQBXVVZDQB,USA,2018,summer,Positive,North-America,False
1974,2020-05-06,0,Absolutely love it! The color is so gorgeous. It’s thick and soft. Maybe a little warm for summer but I’ll manage. Best amazon purchase I’ve made this far!,Amazing,5,,R4F0FP6I5E0X9,USA,2020,spring,Positive,North-America,False
1975,2020-01-01,0,Great comforter... very cute,Awesome,5,,R1RMUIORNQLKUR,USA,2020,winter,Positive,North-America,False
1976,2019-02-06,1,The stuffing came through the black so it always looked horrible..I threw this out in a month! Just awful,Looked terrible,1,,R3PIOAJJX53ADL,USA,2019,winter,Negative,North-America,True
1977,2019-03-09,0,"Light and comfortable, my grandkids love it too!",Love it,5,,R3H1DFGZEUIREC,USA,2019,winter,Positive,North-America,False
1978,2019-03-18,0,Good value,Very soft and comfortable,5,,RO9A6CCOBUGYK,USA,2019,winter,Positive,North-America,False
1979,2018-06-11,0,Great comforter very comfortable and durable,Five Stars,5,,RKBDR5XRO6N7V,USA,2018,spring,Positive,North-America,False
1980,2018-02-15,0,"This is a very nice, soft, warm comforter. Just what I was looking for! I may buy another in a different color. Definitely recommend this product.Note---I havn't washed it yet. I don't think it will fit in my washer---will go to the laundromat for this king size comforter.","This is a very nice, soft",5,,R195LK0ZX3EBVG,USA,2018,winter,Positive,North-America,False
1981,2021-03-08,0,very soft and warm,(*^ω^*),5,,RLHB5NNKEDUQC,USA,2021,winter,Positive,North-America,False
1982,2019-09-03,0,"I bought this for my bed room. It is soft, warm and fairly light wieght. Beautiful bright color.",Excelent for the price!,5,,R3TMAZWA4DD235,USA,2019,summer,Positive,North-America,False
